StreamerDataID,policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
,913719,FL,MARION COUNTY,290266.2,290266.2,290266.2,290266.2,290266.2,315783.79,0,0,0,0,29.08209,-82.27852,Residential,Wood,1
,274110,FL,MARION COUNTY,108561.6,108561.6,108561.6,108561.6,108561.6,173645.91,0,0,0,0,29.08964,-82.27649,Residential,Wood,1
,854771,FL,MARION COUNTY,101719.8,101719.8,101719.8,101719.8,101719.8,106805.38,0,0,0,0,29.08947,-82.27576,Residential,Wood,1
,290710,FL,MARION COUNTY,84974.4,84974.4,84974.4,84974.4,84974.4,61504.47,0,0,0,0,29.08951,-82.27538,Residential,Wood,1
,292758,FL,MARION COUNTY,94651.2,94651.2,94651.2,94651.2,94651.2,162194.3,0,0,0,0,29.09007,-82.27316,Residential,Wood,3
,694287,FL,MARION COUNTY,78397.2,78397.2,78397.2,78397.2,78397.2,78613.58,0,0,0,0,29.09059,-82.27238,Residential,Wood,3
,272631,FL,MARION COUNTY,84974.4,84974.4,84974.4,84974.4,84974.4,107903.89,0,0,0,0,29.089075,-82.272827,Residential,Wood,3
,421019,FL,MARION COUNTY,78397.2,78397.2,78397.2,78397.2,78397.2,79087.1,0,0,0,0,29.09057,-82.27192,Residential,Wood,3
,773083,FL,MARION COUNTY,94651.2,94651.2,94651.2,94651.2,94651.2,126427.97,0,0,0,0,29.08962,-82.27099,Residential,Wood,3
,459760,FL,MARION COUNTY,63693,63693,63693,63693,63693,62565.63,0,0,0,0,29.08782,-82.27198,Residential,Wood,3
,122908,FL,MARION COUNTY,72084.6,72084.6,72084.6,72084.6,72084.6,78848.3,0,0,0,0,29.08048,-82.28439,Residential,Wood,1
,136224,FL,MARION COUNTY,58438.8,58438.8,58438.8,58438.8,58438.8,73740.88,0,0,0,0,29.08066,-82.28436,Residential,Wood,1
,976834,FL,MARION COUNTY,58438.8,58438.8,58438.8,58438.8,58438.8,79597.97,0,0,0,0,29.08158,-82.28419,Residential,Wood,1
,270760,FL,MARION COUNTY,58438.8,58438.8,58438.8,58438.8,58438.8,91926.57,0,0,0,0,29.08176,-82.28416,Residential,Wood,3
,749836,FL,MARION COUNTY,58438.8,58438.8,58438.8,58438.8,58438.8,51586.27,0,0,0,0,29.08072,-82.28037,Residential,Wood,1
,101081,FL,MARION COUNTY,58438.8,58438.8,58438.8,58438.8,58438.8,48192.43,0,0,0,0,29.07991,-82.28337,Residential,Wood,1
,861642,FL,MARION COUNTY,69211.8,69211.8,69211.8,69211.8,69211.8,49300.95,0,0,0,0,29.0823,-82.28349,Residential,Wood,1
,330009,FL,MARION COUNTY,64751.4,64751.4,64751.4,64751.4,64751.4,86329.67,0,0,0,0,29.08122,-82.28259,Residential,Wood,3
,593715,FL,MARION COUNTY,95634,95634,95634,95634,95634,101559.1,0,4781.7,0,0,29.08103,-82.28071,Residential,Wood,1
,506088,FL,MARION COUNTY,95634,95634,95634,95634,95634,142671.77,0,4781.7,0,0,29.0809,-82.28141,Residential,Wood,1
,984407,FL,MARION COUNTY,64751.4,64751.4,64751.4,64751.4,64751.4,58535.27,0,0,0,0,29.08182,-82.28033,Residential,Wood,1
,171381,FL,MARION COUNTY,58438.8,58438.8,58438.8,58438.8,58438.8,83435.18,0,0,0,0,29.08178,-82.28055,Residential,Wood,3
,999908,FL,MARION COUNTY,72084.6,72084.6,72084.6,72084.6,72084.6,73563.06,0,0,0,0,29.0816,-82.28165,Residential,Wood,3
,988614,FL,MARION COUNTY,101719.8,101719.8,101719.8,101719.8,101719.8,72710.94,0,0,0,0,29.09144,-82.27566,Residential,Wood,3
,634562,FL,MARION COUNTY,96390,96390,96390,96390,96390,92467.89,0,4819.5,0,0,29.09122,-82.27541,Residential,Wood,3
,651000,FL,MARION COUNTY,108561.6,108561.6,108561.6,108561.6,108561.6,126452.55,0,0,0,0,29.09111,-82.27528,Residential,Wood,3
,505613,FL,MARION COUNTY,85768.2,85768.2,85768.2,85768.2,85768.2,96660.76,0,0,0,0,29.09081,-82.27489,Residential,Wood,3
,983555,FL,MARION COUNTY,108561.6,108561.6,108561.6,108561.6,108561.6,142914.18,0,0,0,0,29.09071,-82.27475,Residential,Wood,3
,317909,FL,MARION COUNTY,108561.6,108561.6,108561.6,108561.6,108561.6,119668.97,0,0,0,0,29.09061,-82.27461,Residential,Wood,3
,934572,FL,MARION COUNTY,85768.2,85768.2,85768.2,85768.2,85768.2,71139.58,0,0,0,0,29.08987,-82.27591,Residential,Wood,1
,931532,FL,MARION COUNTY,96390,96390,96390,96390,96390,102742.1,0,4819.5,0,0,29.09054,-82.27654,Residential,Wood,1
,790453,FL,MARION COUNTY,96390,96390,96390,96390,96390,163944.93,0,4819.5,0,0,29.09168,-82.27661,Residential,Wood,3
,334704,FL,MARION COUNTY,96390,96390,96390,96390,96390,86070.87,0,4819.5,0,0,29.09143,-82.27639,Residential,Wood,3
,705384,FL,MARION COUNTY,99754.2,99754.2,99754.2,99754.2,99754.2,104328.43,0,0,0,0,29.09111,-82.27734,Residential,Wood,1
,963438,FL,MARION COUNTY,85768.2,85768.2,85768.2,85768.2,85768.2,140039.4,0,0,0,0,29.09136,-82.27715,Residential,Wood,1
,802572,FL,MARION COUNTY,290266.2,290266.2,290266.2,290266.2,290266.2,252154.25,0,0,0,0,29.0811,-82.27877,Residential,Wood,1
,213229,FL,MARION COUNTY,85768.2,85768.2,85768.2,85768.2,85768.2,77328.61,0,0,0,0,29.0904,-82.27739,Residential,Wood,1
,836808,FL,MARION COUNTY,108561.6,108561.6,108561.6,108561.6,108561.6,107241.49,0,0,0,0,29.09028,-82.27728,Residential,Wood,1
,123416,FL,MARION COUNTY,96390,96390,96390,96390,96390,150664.9,0,4819.5,0,0,29.0897,-82.27487,Residential,Wood,1
,411016,FL,MARION COUNTY,55717.2,55717.2,55717.2,55717.2,55717.2,80472.35,0,0,0,0,29.09019,-82.27304,Residential,Wood,3
,861726,FL,MARION COUNTY,95256,95256,95256,95256,95256,106060.89,0,4762.8,0,0,29.08009,-82.27991,Residential,Wood,1
,118895,FL,MARION COUNTY,66565.8,66565.8,66565.8,66565.8,66565.8,89697.42,0,0,0,0,29.08195,-82.28413,Residential,Wood,1
,559943,FL,MARION COUNTY,58438.8,58438.8,58438.8,58438.8,58438.8,85484.28,0,0,0,0,29.08255,-82.28396,Residential,Wood,1
,218495,FL,MARION COUNTY,73596.6,73596.6,73596.6,73596.6,73596.6,93055.54,0,0,0,0,29.09389,-82.27601,Residential,Wood,3
,748737,FL,MARION COUNTY,88225.2,88225.2,88225.2,88225.2,88225.2,77522.42,0,0,0,0,29.08022,-82.28335,Residential,Wood,1
,819868,FL,MARION COUNTY,66565.8,66565.8,66565.8,66565.8,66565.8,105586.67,0,0,0,0,29.08022,-82.28291,Residential,Wood,1
,390294,FL,MARION COUNTY,95256,95256,95256,95256,95256,128408.14,0,4762.8,0,0,29.08076,-82.28012,Residential,Wood,1
,999462,FL,MARION COUNTY,96390,96390,96390,96390,96390,71750.88,0,4819.5,0,0,29.09266,-82.27445,Residential,Wood,3
,820888,FL,MARION COUNTY,72084.6,72084.6,72084.6,72084.6,72084.6,85131.77,0,0,0,0,29.08097,-82.28305,Residential,Wood,3
,752138,FL,MARION COUNTY,69892.2,69892.2,69892.2,69892.2,69892.2,99070.24,0,0,0,0,29.08179,-82.27917,Residential,Wood,1
,646049,FL,MARION COUNTY,101530.8,101530.8,101530.8,101530.8,101530.8,113099.73,0,0,0,0,29.08167,-82.2812,Residential,Wood,3
,775721,FL,MARION COUNTY,66565.8,66565.8,66565.8,66565.8,66565.8,53549.52,0,0,0,0,29.08219,-82.28008,Residential,Wood,1
,233086,FL,MARION COUNTY,64751.4,64751.4,64751.4,64751.4,64751.4,104809.85,0,0,0,0,29.08223,-82.2799,Residential,Wood,1
,563459,FL,MARION COUNTY,61311.6,61311.6,61311.6,61311.6,61311.6,49068.29,0,0,0,0,29.08225,-82.2797,Residential,Wood,1
,923961,FL,MARION COUNTY,102022.2,102022.2,102022.2,102022.2,102022.2,89759.13,0,0,0,0,29.09014,-82.27568,Residential,Wood,1
,234799,FL,MARION COUNTY,85768.2,85768.2,85768.2,85768.2,85768.2,111097.95,0,0,0,0,29.09029,-82.27618,Residential,Wood,1
,472677,FL,MARION COUNTY,96390,96390,96390,96390,96390,121775.27,0,4819.5,0,0,29.09079,-82.27701,Residential,Wood,1
,428540,FL,MARION COUNTY,85768.2,85768.2,85768.2,85768.2,85768.2,105254.74,0,0,0,0,29.09091,-82.27692,Residential,Wood,1
,274341,FL,MARION COUNTY,99754.2,99754.2,99754.2,99754.2,99754.2,125944.37,0,0,0,0,29.09098,-82.27743,Residential,Wood,1
,117403,FL,MARION COUNTY,96390,96390,96390,96390,96390,126715.45,0,4819.5,0,0,29.09147,-82.27706,Residential,Wood,1
,366827,FL,MARION COUNTY,101719.8,101719.8,101719.8,101719.8,101719.8,159038.91,0,0,0,0,29.09277,-82.27892,Residential,Wood,3
,745387,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,77649.02,0,0,0,0,29.09192,-82.27829,Residential,Wood,1
,526791,FL,MARION COUNTY,96390,96390,96390,96390,96390,118684.62,0,4819.5,0,0,29.08805,-82.27178,Residential,Wood,3
,709274,FL,MARION COUNTY,95256,95256,95256,95256,95256,142615.76,0,4762.8,0,0,29.08012,-82.27968,Residential,Wood,1
,700193,FL,MARION COUNTY,116235,116235,116235,116235,116235,132591.59,0,0,0,0,29.09404,-82.27645,Residential,Wood,3
,661739,FL,MARION COUNTY,95256,95256,95256,95256,95256,78422.74,0,4762.8,0,0,29.08049,-82.28138,Residential,Wood,1
,110856,FL,MARION COUNTY,69892.2,69892.2,69892.2,69892.2,69892.2,107214.63,0,0,0,0,29.08187,-82.28364,Residential,Wood,1
,382706,FL,MARION COUNTY,66565.8,66565.8,66565.8,66565.8,66565.8,61424.79,0,0,0,0,29.08191,-82.28168,Residential,Wood,1
,818126,FL,MARION COUNTY,66565.8,66565.8,66565.8,66565.8,66565.8,100201.76,0,0,0,0,29.08207,-82.28067,Residential,Wood,1
,671644,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,56722.79,0,0,0,0,29.09352,-82.27913,Residential,Wood,1
,927089,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,85597.5,0,0,0,0,29.09465,-82.27958,Residential,Wood,3
,762928,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,97542.94,0,0,0,0,29.09442,-82.27997,Residential,Wood,3
,545076,FL,MARION COUNTY,85768.2,85768.2,85768.2,85768.2,85768.2,63039.63,0,0,0,0,29.08993,-82.27539,Residential,Wood,1
,758897,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,119637.09,0,0,0,0,29.0918,-82.2775,Residential,Wood,1
,197663,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,87704.76,0,0,0,0,29.09193,-82.27742,Residential,Wood,1
,561523,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,77175.78,0,0,0,0,29.09245,-82.27832,Residential,Wood,3
,936895,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,92687.54,0,0,0,0,29.09238,-82.27817,Residential,Wood,3
,417562,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,127626.27,0,0,0,0,29.09231,-82.27802,Residential,Wood,3
,749162,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,127672.17,0,0,0,0,29.092657,-82.278358,Residential,Wood,3
,973569,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,77402,0,0,0,0,29.09226,-82.27885,Residential,Wood,1
,200479,FL,MARION COUNTY,116235,116235,116235,116235,116235,167812.65,0,0,0,0,29.09261,-82.27957,Residential,Wood,1
,973214,FL,MARION COUNTY,107805.6,107805.6,107805.6,107805.6,107805.6,107805.49,0,0,0,0,29.09207,-82.27948,Residential,Wood,1
,996257,FL,MARION COUNTY,101530.8,101530.8,101530.8,101530.8,101530.8,142214.19,0,0,0,0,29.0795,-82.28313,Residential,Wood,1
,161510,FL,MARION COUNTY,88225.2,88225.2,88225.2,88225.2,88225.2,105815.1,0,0,0,0,29.07951,-82.28267,Residential,Wood,1
,820382,FL,MARION COUNTY,96012,96012,96012,96012,96012,146912.19,0,4800.6,0,0,29.07954,-82.28246,Residential,Wood,1
,432409,FL,MARION COUNTY,88225.2,88225.2,88225.2,88225.2,88225.2,135429.21,0,0,0,0,29.07956,-82.28225,Residential,Wood,1
,353893,FL,MARION COUNTY,96012,96012,96012,96012,96012,119785.92,0,4800.6,0,0,29.08005,-82.28013,Residential,Wood,1
,579732,FL,MARION COUNTY,76167,76167,76167,76167,76167,83966.5,0,0,0,0,29.08086,-82.28384,Residential,Wood,1
,828269,FL,MARION COUNTY,95256,95256,95256,95256,95256,98970.6,0,4762.8,0,0,29.08184,-82.27941,Residential,Wood,1
,502399,FL,MARION COUNTY,69892.2,69892.2,69892.2,69892.2,69892.2,55354.62,0,0,0,0,29.08197,-82.28128,Residential,Wood,1
,588853,FL,MARION COUNTY,97524,97524,97524,97524,97524,78545.05,0,4876.2,0,0,29.09427,-82.2785,Residential,Wood,1
,616203,FL,MARION COUNTY,90039.6,90039.6,90039.6,90039.6,90039.6,116403.19,0,0,0,0,29.094133,-82.279877,Residential,Wood,3
,312394,FL,MARION COUNTY,107805.6,107805.6,107805.6,107805.6,107805.6,140700.86,0,0,0,0,29.09297,-82.27827,Residential,Wood,3
,826999,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,155729.69,0,0,0,0,29.0926,-82.27861,Residential,Wood,3
,986382,FL,MARION COUNTY,107805.6,107805.6,107805.6,107805.6,107805.6,113213.99,0,0,0,0,29.09177,-82.27896,Residential,Wood,1
,991174,FL,MARION COUNTY,103118.4,103118.4,103118.4,103118.4,103118.4,133847.68,0,0,0,0,29.09147,-82.2785,Residential,Wood,1
,908854,FL,MARION COUNTY,79947,79947,79947,79947,79947,67589.11,0,0,0,0,29.08817,-82.27695,Residential,Wood,1
,607874,FL,MARION COUNTY,73143,73143,73143,73143,73143,73254.18,0,0,0,0,29.08812,-82.27681,Residential,Wood,1
,952350,FL,MARION COUNTY,73143,73143,73143,73143,73143,89139.08,0,0,0,0,29.08807,-82.27667,Residential,Wood,1
,592448,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,89514.8,0,0,0,0,29.08802,-82.27766,Residential,Wood,1
,661798,FL,MARION COUNTY,80854.2,80854.2,80854.2,80854.2,80854.2,108524.61,0,0,0,0,29.07975,-82.28139,Residential,Wood,1
,985385,FL,MARION COUNTY,101757.6,101757.6,101757.6,101757.6,101757.6,124581.83,0,0,0,0,29.07985,-82.28096,Residential,Wood,1
,944928,FL,MARION COUNTY,76167,76167,76167,76167,76167,114759.6,0,0,0,0,29.08039,-82.28183,Residential,Wood,1
,105823,FL,MARION COUNTY,88527.6,88527.6,88527.6,88527.6,88527.6,119277.04,0,0,0,0,29.08044,-82.2816,Residential,Wood,1
,326581,FL,MARION COUNTY,88225.2,88225.2,88225.2,88225.2,88225.2,78558.19,0,0,0,0,29.07995,-82.28242,Residential,Wood,1
,367971,FL,MARION COUNTY,76167,76167,76167,76167,76167,73067.76,0,0,0,0,29.0799,-82.2829,Residential,Wood,1
,977937,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,135709.86,0,0,0,0,29.09242,-82.27421,Residential,Wood,3
,554866,FL,MARION COUNTY,76167,76167,76167,76167,76167,60878.76,0,0,0,0,29.09173,-82.27418,Residential,Wood,3
,669488,FL,MARION COUNTY,89510.4,89510.4,89510.4,89510.4,89510.4,115754.85,0,0,0,0,29.09242,-82.27492,Residential,Wood,3
,475999,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,121818.04,0,0,0,0,29.09397,-82.27933,Residential,Wood,1
,236976,FL,MARION COUNTY,89510.4,89510.4,89510.4,89510.4,89510.4,76522.44,0,0,0,0,29.09455,-82.27944,Residential,Wood,3
,938172,FL,MARION COUNTY,83689.2,83689.2,83689.2,83689.2,83689.2,104785.57,0,0,0,0,29.09155,-82.27769,Residential,Wood,1
,939022,FL,MARION COUNTY,75751.2,75751.2,75751.2,75751.2,75751.2,69609.14,0,0,0,0,29.09268,-82.27875,Residential,Wood,3
,375348,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,82471.93,0,0,0,0,29.09345,-82.27971,Residential,Wood,3
,272319,FL,MARION COUNTY,103118.4,103118.4,103118.4,103118.4,103118.4,116350.04,0,0,0,0,29.09108,-82.27803,Residential,Wood,1
,138801,FL,MARION COUNTY,97524,97524,97524,97524,97524,106281.17,0,4876.2,0,0,29.08911,-82.27765,Residential,Wood,1
,727740,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,84205.76,0,0,0,0,29.08887,-82.27732,Residential,Wood,1
,951825,FL,MARION COUNTY,89510.4,89510.4,89510.4,89510.4,89510.4,87630.68,0,0,0,0,29.08535,-82.2774,Residential,Wood,3
,970180,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,137563.25,0,0,0,0,29.0884,-82.27621,Residential,Wood,1
,763910,FL,MARION COUNTY,65394,65394,65394,65394,65394,103241.17,0,3269.7,0,0,29.08836,-82.27738,Residential,Wood,1
,978218,FL,MARION COUNTY,73143,73143,73143,73143,73143,106308.45,0,0,0,0,29.08952,-82.2788,Residential,Wood,1
,398255,FL,MARION COUNTY,79720.2,79720.2,79720.2,79720.2,79720.2,133312.58,0,0,0,0,29.08927,-82.27856,Residential,Wood,1
,937371,FL,MARION COUNTY,97561.8,97561.8,97561.8,97561.8,97561.8,135177.73,0,0,0,0,29.09319,-82.27499,Residential,Wood,3
,629531,FL,MARION COUNTY,88527.6,88527.6,88527.6,88527.6,88527.6,103870.5,0,0,0,0,29.09292,-82.27472,Residential,Wood,3
,362089,FL,MARION COUNTY,90606.6,90606.6,90606.6,90606.6,90606.6,107904.31,0,0,0,0,29.09229,-82.27406,Residential,Wood,3
,696751,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,135941.45,0,0,0,0,29.09201,-82.2737,Residential,Wood,3
,356166,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,109334.95,0,0,0,0,29.09213,-82.27464,Residential,Wood,3
,908434,FL,MARION COUNTY,85919.4,85919.4,85919.4,85919.4,85919.4,80655.63,0,0,0,0,29.09185,-82.27432,Residential,Wood,3
,706471,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,71624.65,0,0,0,0,29.09266,-82.27517,Residential,Wood,3
,794644,FL,MARION COUNTY,97524,97524,97524,97524,97524,149012.77,0,4876.2,0,0,29.09401,-82.27792,Residential,Wood,3
,871798,FL,MARION COUNTY,90379.8,90379.8,90379.8,90379.8,90379.8,91838.53,0,0,0,0,29.09395,-82.27773,Residential,Wood,3
,589496,FL,MARION COUNTY,90379.8,90379.8,90379.8,90379.8,90379.8,103978.71,0,0,0,0,29.09389,-82.27754,Residential,Wood,3
,930707,FL,MARION COUNTY,97561.8,97561.8,97561.8,97561.8,97561.8,122787.38,0,0,0,0,29.09383,-82.27735,Residential,Wood,3
,106263,FL,MARION COUNTY,163976.4,163976.4,163976.4,163976.4,163976.4,192363.99,0,0,0,0,29.082201,-82.274514,Residential,Wood,1
,331646,FL,MARION COUNTY,164014.2,164014.2,164014.2,164014.2,164014.2,137909.7,0,0,0,0,29.0825,-82.277439,Residential,Wood,1
,341745,FL,MARION COUNTY,191230.2,191230.2,191230.2,191230.2,191230.2,273650.42,0,0,0,0,29.082565,-82.278203,Residential,Wood,1
,416606,FL,MARION COUNTY,185673.6,185673.6,185673.6,185673.6,185673.6,203505.69,0,0,0,0,29.082438,-82.279846,Residential,Wood,1
,790483,FL,MARION COUNTY,185787,185787,185787,185787,185787,232228.92,0,0,0,0,29.082326,-82.280388,Residential,Wood,1
,217034,FL,MARION COUNTY,107541,107541,107541,107541,107541,87061.11,0,0,0,0,29.09289,-82.27808,Residential,Wood,3
,575438,FL,MARION COUNTY,85919.4,85919.4,85919.4,85919.4,85919.4,100753.81,0,0,0,0,29.09371,-82.27999,Residential,Wood,3
,668773,FL,MARION COUNTY,85919.4,85919.4,85919.4,85919.4,85919.4,118360.5,0,0,0,0,29.09321,-82.27948,Residential,Wood,3
,296321,FL,MARION COUNTY,107805.6,107805.6,107805.6,107805.6,107805.6,166602.88,0,0,0,0,29.09245,-82.27973,Residential,Wood,1
,399280,FL,MARION COUNTY,87431.4,87431.4,87431.4,87431.4,87431.4,93401.92,0,0,0,0,29.08753,-82.27754,Residential,Wood,1
,420394,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,63652.51,0,0,0,0,29.08761,-82.27664,Residential,Wood,1
,373534,FL,MARION COUNTY,79720.2,79720.2,79720.2,79720.2,79720.2,108022.15,0,0,0,0,29.08844,-82.2775,Residential,Wood,1
,378915,FL,MARION COUNTY,79720.2,79720.2,79720.2,79720.2,79720.2,103271.62,0,0,0,0,29.08908,-82.27836,Residential,Wood,1
,634620,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,105225.95,0,0,0,0,29.0874,-82.27831,Residential,Wood,1
,571268,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,92298.9,0,0,0,0,29.09513,-82.28026,Residential,Wood,1
,421374,FL,MARION COUNTY,164656.8,164656.8,164656.8,164656.8,164656.8,217346.98,0,0,0,0,29.082125,-82.28151,Residential,Wood,1
,845596,FL,MARION COUNTY,190776.6,190776.6,190776.6,190776.6,190776.6,152567.48,0,0,0,0,29.082079,-82.281933,Residential,Wood,1
,744616,FL,MARION COUNTY,191608.2,191608.2,191608.2,191608.2,191608.2,255987.79,0,0,0,0,29.082064,-82.282095,Residential,Wood,1
,788281,FL,MARION COUNTY,72613.8,72613.8,72613.8,72613.8,72613.8,71852.81,0,0,0,0,29.088121,-82.278458,Residential,Wood,1
,700041,FL,MARION COUNTY,65394,65394,65394,65394,65394,81755.58,0,3269.7,0,0,29.088482,-82.278877,Residential,Wood,1
,136817,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,81892.54,0,0,0,0,29.08961,-82.27916,Residential,Wood,1
,185048,FL,MARION COUNTY,103987.8,103987.8,103987.8,103987.8,103987.8,170069.34,0,0,0,0,29.09025,-82.27932,Residential,Wood,3
,920910,FL,MARION COUNTY,124777.8,124777.8,124777.8,124777.8,124777.8,160430.56,0,0,0,0,29.08985,-82.27964,Residential,Wood,1
,508810,FL,MARION COUNTY,90039.6,90039.6,90039.6,90039.6,90039.6,98156.85,0,0,0,0,29.08848,-82.28,Residential,Wood,1
,796572,FL,MARION COUNTY,103118.4,103118.4,103118.4,103118.4,103118.4,115980.98,0,0,0,0,29.08866,-82.28,Residential,Wood,1
,508174,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,119670.3,0,0,0,0,29.08886,-82.27999,Residential,Wood,1
,217205,FL,MARION COUNTY,97524,97524,97524,97524,97524,92811.45,0,4876.2,0,0,29.08755,-82.27997,Residential,Wood,1
,830609,FL,MARION COUNTY,97524,97524,97524,97524,97524,155189.55,0,4876.2,0,0,29.08792,-82.27998,Residential,Wood,1
,301017,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,104095.42,0,0,0,0,29.088,-82.27943,Residential,Wood,1
,603795,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,88533.72,0,0,0,0,29.08831,-82.27944,Residential,Wood,1
,888005,FL,MARION COUNTY,86675.4,86675.4,86675.4,86675.4,86675.4,69596.01,0,0,0,0,29.08881,-82.27946,Residential,Wood,1
,272239,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,116930.52,0,0,0,0,29.088562,-82.278603,Residential,Wood,1
,184112,FL,MARION COUNTY,89548.2,89548.2,89548.2,89548.2,89548.2,135517.77,0,0,0,0,29.08851,-82.27833,Residential,Wood,1
,335678,FL,MARION COUNTY,72765,72765,72765,72765,72765,74183.48,0,0,0,0,29.08778,-82.27899,Residential,Wood,1
,163358,FL,MARION COUNTY,0,80942.59,0,0,80942.59,136362.36,0,0,0,0,29.08779,-82.27885,Residential,Wood,1
,432404,FL,MARION COUNTY,72765,72765,72765,72765,72765,75021.3,0,0,0,0,29.08782,-82.27856,Residential,Wood,1
,142168,FL,MARION COUNTY,79833.6,79833.6,79833.6,79833.6,79833.6,75107.45,0,0,0,0,29.08784,-82.27829,Residential,Wood,1
,815711,FL,MARION COUNTY,191003.4,191003.4,191003.4,191003.4,191003.4,216028.67,0,0,0,0,29.085611,-82.268379,Residential,Wood,1
,371429,FL,MARION COUNTY,119372.4,119372.4,119372.4,119372.4,119372.4,111199.21,0,0,0,0,29.08451,-82.27007,Residential,Wood,1
,239369,FL,MARION COUNTY,247363.2,247363.2,247363.2,247363.2,247363.2,387148.14,0,0,0,0,29.08511,-82.26957,Residential,Wood,1
,390996,FL,MARION COUNTY,271630.8,271630.8,271630.8,271630.8,271630.8,188711.42,0,0,0,0,29.084578,-82.267387,Residential,Wood,1
,158607,FL,MARION COUNTY,342883.8,342883.8,342883.8,342883.8,342883.8,370114.26,0,0,0,0,29.08471,-82.26836,Residential,Wood,1
,401264,FL,MARION COUNTY,264070.8,264070.8,264070.8,264070.8,264070.8,324939.12,0,0,0,0,29.08445,-82.26878,Residential,Wood,1
,618010,FL,MARION COUNTY,247363.2,247363.2,247363.2,247363.2,247363.2,379588.72,0,0,0,0,29.084284,-82.268005,Residential,Wood,1
,246725,FL,MARION COUNTY,373879.8,373879.8,373879.8,373879.8,373879.8,302124.79,0,0,0,0,29.08332,-82.26908,Residential,Masonry,1
,622767,FL,MARION COUNTY,161179.2,161179.2,161179.2,161179.2,161179.2,184840.31,0,0,0,0,29.0835,-82.2689,Residential,Wood,1
,517884,FL,MARION COUNTY,298771.2,298771.2,298771.2,298771.2,298771.2,427864.26,0,0,0,0,29.08344,-82.26795,Residential,Wood,1
,959125,FL,MARION COUNTY,366849,366849,366849,366849,366849,516429.48,0,0,0,0,29.08207,-82.26881,Residential,Masonry,3
,848706,FL,MARION COUNTY,463806,463806,463806,463806,463806,670528.04,0,23190.3,0,0,29.08217,-82.26972,Residential,Masonry,3
,711212,FL,MARION COUNTY,157172.4,157172.4,157172.4,157172.4,157172.4,123344.18,0,0,0,0,29.08278,-82.27021,Residential,Wood,3
,616551,FL,MARION COUNTY,157172.4,157172.4,157172.4,157172.4,157172.4,181754.16,0,0,0,0,29.084045,-82.270279,Residential,Wood,1
,715968,FL,MARION COUNTY,45775.8,45775.8,45775.8,45775.8,45775.8,70478.62,0,0,0,0,29.084816,-82.269974,Residential,Wood,1
,451492,FL,MARION COUNTY,152220.6,152220.6,152220.6,152220.6,152220.6,164062.14,0,0,0,0,29.08536,-82.26993,Residential,Wood,1
,250165,FL,MARION COUNTY,90379.8,90379.8,90379.8,90379.8,90379.8,112663.84,0,0,0,0,29.08731,-82.27934,Residential,Wood,1
,650019,FL,MARION COUNTY,89510.4,89510.4,89510.4,89510.4,89510.4,111485.2,0,0,0,0,29.08733,-82.27903,Residential,Wood,1
,621496,FL,MARION COUNTY,81950.4,81950.4,81950.4,81950.4,81950.4,114833,0,0,0,0,29.09218,-82.28193,Residential,Wood,3
